Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type
48,UK,Apple Music,Pop,263,93,Dua Lipa,Premium
14,Germany,Spotify,EDM,167,276,Post Malone,Free
16,Canada,Apple Music,Pop,289,77,Bad Bunny,Free
56,Brazil,Tidal,Classical,415,76,Adele,Premium
34,South Korea,Deezer,Hip-Hop,488,194,Bad Bunny,Premium
57,UK,YouTube,Rock,108,334,Ed Sheeran,Free
56,UK,Spotify,Pop,467,260,Adele,Premium
51,UK,Spotify,EDM,13,440,Billie Eilish,Free
26,France,YouTube,Metal,371,372,Ed Sheeran,Free
16,South Korea,Amazon Music,Reggae,257,286,Taylor Swift,Free
20,USA,Apple Music,Country,590,103,Drake,Premium
48,India,Deezer,Hip-Hop,455,177,Post Malone,Free
34,France,Apple Music,Jazz,110,18,Billie Eilish,Free
44,UK,YouTube,Rock,437,276,Drake,Premium
57,India,YouTube,Reggae,507,125,Drake,Free
38,Canada,Spotify,EDM,445,85,Dua Lipa,Free
20,UK,Amazon Music,Metal,382,182,Ed Sheeran,Premium
35,USA,Apple Music,Classical,421,478,The Weeknd,Free
31,India,YouTube,Jazz,467,77,Post Malone,Premium
48,India,Amazon Music,Reggae,464,110,Adele,Premium
14,Germany,Amazon Music,Rock,549,288,BTS,Free
43,India,YouTube,EDM,332,411,BTS,Free
45,UK,YouTube,Metal,353,33,Ed Sheeran,Premium
44,Brazil,Apple Music,Reggae,225,461,Post Malone,Premium
32,Japan,Apple Music,Jazz,397,99,BTS,Free
38,France,Spotify,Jazz,600,309,The Weeknd,Premium
52,Brazil,Spotify,Country,326,489,Ed Sheeran,Premium
30,India,Tidal,EDM,366,432,Taylor Swift,Premium
60,UK,Spotify,Country,116,38,Post Malone,Premium
56,Australia,Tidal,EDM,451,78,The Weeknd,Premium
47,Germany,Tidal,Hip-Hop,559,161,The Weeknd,Free
31,Australia,Spotify,Pop,457,174,Ed Sheeran,Premium
23,UK,Apple Music,Pop,377,168,Ed Sheeran,Free
32,Germany,Deezer,Country,210,446,Taylor Swift,Free
19,USA,Apple Music,EDM,367,315,Dua Lipa,Premium
43,Germany,Apple Music,Jazz,527,327,BTS,Premium
36,Australia,Tidal,Metal,211,31,The Weeknd,Free
31,South Korea,Deezer,Jazz,332,267,Drake,Free
13,India,Deezer,Pop,154,53,Post Malone,Premium
41,Brazil,Tidal,Country,560,213,Post Malone,Free
26,Australia,Deezer,Jazz,20,357,Ed Sheeran,Free
49,Japan,Tidal,EDM,538,64,Billie Eilish,Premium
34,France,Amazon Music,R&B,433,410,The Weeknd,Premium
52,France,Deezer,R&B,205,479,Ed Sheeran,Free
15,UK,Amazon Music,Hip-Hop,79,292,Ed Sheeran,Free
48,Japan,Apple Music,Metal,469,425,Post Malone,Free
22,Germany,Spotify,Classical,186,360,Drake,Free
23,Brazil,Apple Music,Pop,389,218,Bad Bunny,Premium
14,Brazil,Apple Music,Hip-Hop,280,2,Drake,Free
41,UK,Amazon Music,Pop,363,41,Billie Eilish,Premium
59,France,Deezer,EDM,370,59,Billie Eilish,Free
51,South Korea,Tidal,EDM,445,426,Bad Bunny,Premium
43,Canada,Tidal,Rock,440,423,Dua Lipa,Free
50,Canada,Amazon Music,Pop,280,102,Taylor Swift,Free
38,France,Spotify,Country,330,202,Billie Eilish,Free
60,UK,Apple Music,Rock,381,57,BTS,Free
57,South Korea,YouTube,Jazz,368,247,Ed Sheeran,Premium
37,Japan,YouTube,Reggae,442,197,Adele,Free
29,Germany,Amazon Music,EDM,198,143,Ed Sheeran,Premium
43,Brazil,Amazon Music,Classical,325,152,BTS,Premium
19,USA,YouTube,Classical,352,327,Drake,Free
45,France,YouTube,Metal,101,144,BTS,Premium
13,Canada,Deezer,Rock,162,489,Adele,Free
22,Brazil,Apple Music,Rock,514,206,BTS,Premium
21,Australia,Amazon Music,Pop,341,46,Dua Lipa,Free
33,India,YouTube,EDM,55,18,Post Malone,Premium
21,South Korea,YouTube,Jazz,348,465,Dua Lipa,Premium
54,UK,Amazon Music,Metal,264,133,Ed Sheeran,Free
35,India,Deezer,R&B,206,438,The Weeknd,Free
42,India,Spotify,Reggae,351,270,BTS,Premium
59,Australia,Deezer,R&B,450,69,The Weeknd,Free
19,Canada,Tidal,Jazz,446,225,Taylor Swift,Free
27,USA,Deezer,Rock,149,270,BTS,Premium
32,Australia,Amazon Music,Reggae,543,414,The Weeknd,Premium
34,Brazil,Apple Music,Rock,375,127,Drake,Free
51,Australia,YouTube,Reggae,201,476,BTS,Free
48,Germany,Apple Music,Rock,23,77,Drake,Free
51,India,Apple Music,Reggae,224,453,Bad Bunny,Premium
46,USA,Deezer,Reggae,36,88,Ed Sheeran,Premium
32,USA,Apple Music,R&B,24,388,Drake,Free
46,UK,Apple Music,Jazz,581,151,Bad Bunny,Free
47,Canada,Amazon Music,Classical,335,486,Adele,Free
13,India,Deezer,Metal,286,168,BTS,Free
35,Germany,Apple Music,Country,283,119,BTS,Premium
39,South Korea,Amazon Music,Jazz,371,299,The Weeknd,Premium
51,Australia,Deezer,EDM,102,291,Dua Lipa,Free
27,Canada,Apple Music,Pop,393,324,Billie Eilish,Free
24,Japan,Deezer,Country,121,97,The Weeknd,Premium
26,Australia,Tidal,EDM,433,433,Dua Lipa,Premium
35,Germany,Amazon Music,EDM,402,462,Taylor Swift,Premium
33,Japan,Tidal,Jazz,385,386,Taylor Swift,Premium
46,USA,Spotify,Metal,487,37,Taylor Swift,Free
45,India,Tidal,R&B,477,305,Billie Eilish,Free
40,Japan,YouTube,Hip-Hop,421,318,BTS,Free
19,India,YouTube,Metal,118,236,Ed Sheeran,Premium
29,France,Amazon Music,Rock,156,241,Taylor Swift,Free
43,France,Amazon Music,Rock,387,297,Ed Sheeran,Free
48,South Korea,Tidal,Reggae,41,450,Taylor Swift,Premium
22,India,Spotify,Reggae,459,252,Taylor Swift,Free
54,France,Deezer,Rock,244,122,Ed Sheeran,Free
15,Canada,Spotify,Pop,254,482,The Weeknd,Premium
44,USA,YouTube,Pop,405,196,BTS,Premium
46,India,Apple Music,Reggae,554,245,Drake,Free
24,France,Apple Music,Hip-Hop,469,392,Adele,Premium
24,Brazil,Apple Music,EDM,46,349,Bad Bunny,Premium
21,UK,Tidal,Classical,496,67,Post Malone,Premium
40,Germany,Apple Music,Rock,506,372,Taylor Swift,Premium
54,Australia,YouTube,Classical,389,70,Billie Eilish,Premium
34,Brazil,YouTube,EDM,351,376,Bad Bunny,Premium
18,USA,Spotify,Reggae,439,233,Post Malone,Premium
19,France,Tidal,Metal,492,445,Adele,Free
15,Japan,Tidal,Metal,277,431,Adele,Free
27,USA,Deezer,Metal,177,49,Ed Sheeran,Premium
27,Brazil,Deezer,Jazz,362,451,Dua Lipa,Premium
37,India,YouTube,Jazz,353,406,Adele,Free
48,Japan,YouTube,Jazz,185,32,Dua Lipa,Free
21,Canada,Amazon Music,EDM,600,438,Billie Eilish,Free
38,USA,Amazon Music,Classical,245,455,BTS,Premium
57,Australia,Deezer,R&B,459,154,The Weeknd,Free
57,South Korea,Spotify,Classical,344,283,Billie Eilish,Premium
37,South Korea,Tidal,Hip-Hop,56,85,Dua Lipa,Premium
54,UK,YouTube,Jazz,564,107,BTS,Free
55,Canada,Amazon Music,Metal,563,346,Ed Sheeran,Free
38,Germany,Deezer,Jazz,13,88,Bad Bunny,Premium
26,Germany,Amazon Music,Pop,245,361,Bad Bunny,Free
35,Germany,YouTube,Pop,375,281,Billie Eilish,Free
35,USA,Tidal,Metal,197,466,BTS,Premium
34,Germany,Spotify,EDM,218,290,BTS,Free
45,Germany,Spotify,Pop,310,286,Drake,Premium
51,UK,Apple Music,Metal,12,58,Drake,Premium
51,Australia,Apple Music,Country,182,153,Drake,Free
29,Brazil,YouTube,Metal,463,65,Adele,Premium
49,South Korea,Amazon Music,Reggae,596,207,Adele,Free
40,South Korea,Tidal,Pop,496,245,Dua Lipa,Free
19,Brazil,Tidal,Hip-Hop,207,447,The Weeknd,Free
36,Canada,Deezer,Metal,538,349,Post Malone,Free
55,Canada,Spotify,R&B,153,357,Adele,Free
14,Canada,Apple Music,Reggae,572,64,Ed Sheeran,Free
13,Australia,Amazon Music,Country,108,242,Dua Lipa,Free
51,Brazil,Spotify,Classical,537,144,Bad Bunny,Premium
19,India,Apple Music,Country,290,339,The Weeknd,Free
35,Canada,Tidal,Classical,586,86,Bad Bunny,Premium
33,Canada,Spotify,Reggae,48,488,Taylor Swift,Free
40,Brazil,Amazon Music,Reggae,190,29,Post Malone,Premium
49,UK,Deezer,Classical,359,250,Dua Lipa,Premium
14,UK,Spotify,Jazz,87,280,Bad Bunny,Free
42,Germany,YouTube,Rock,195,391,The Weeknd,Premium
25,India,Apple Music,Classical,597,467,Bad Bunny,Free
37,Germany,YouTube,Metal,469,79,Dua Lipa,Premium
28,Canada,Tidal,Reggae,353,317,The Weeknd,Free
27,Japan,Apple Music,Hip-Hop,313,430,Bad Bunny,Free
16,South Korea,Tidal,EDM,149,303,Billie Eilish,Free
16,India,Spotify,Classical,346,311,The Weeknd,Premium
14,France,Amazon Music,Reggae,424,474,BTS,Free
24,USA,Deezer,Classical,156,413,Billie Eilish,Free
36,Germany,Amazon Music,R&B,51,448,Post Malone,Free
45,France,Amazon Music,Rock,426,124,Bad Bunny,Premium
57,Australia,Deezer,Country,323,320,The Weeknd,Premium
29,UK,Tidal,Jazz,498,461,Dua Lipa,Free
52,Germany,Amazon Music,EDM,248,325,Drake,Free
47,France,Amazon Music,EDM,239,138,Ed Sheeran,Free
40,India,Deezer,Jazz,473,23,Dua Lipa,Premium
24,Brazil,Amazon Music,Country,224,346,Bad Bunny,Premium
28,Japan,Apple Music,R&B,553,57,The Weeknd,Free
14,South Korea,Deezer,R&B,97,384,Taylor Swift,Premium
32,South Korea,Tidal,Reggae,532,288,Billie Eilish,Premium
26,India,Deezer,Hip-Hop,70,430,Adele,Free
52,Australia,Apple Music,Hip-Hop,373,2,Adele,Premium
16,Australia,YouTube,Rock,500,350,Adele,Premium
15,USA,Apple Music,Pop,594,48,Drake,Free
46,Brazil,Amazon Music,Jazz,362,412,Post Malone,Free
18,Brazil,Tidal,EDM,215,378,Billie Eilish,Free
15,South Korea,Apple Music,Jazz,369,17,Billie Eilish,Premium
19,Canada,Deezer,Jazz,113,36,Billie Eilish,Premium
41,India,Tidal,Jazz,279,67,Post Malone,Free
42,Germany,YouTube,Metal,230,185,Adele,Premium
26,Australia,Amazon Music,Pop,62,370,Bad Bunny,Free
45,UK,Amazon Music,Metal,398,13,Taylor Swift,Free
38,France,Deezer,Country,79,26,Adele,Premium
16,India,Spotify,Rock,459,173,Adele,Premium
55,Japan,Tidal,Jazz,448,497,Drake,Premium
60,South Korea,Spotify,Hip-Hop,449,145,The Weeknd,Free
45,South Korea,YouTube,R&B,541,289,Adele,Premium
42,UK,Amazon Music,Pop,253,307,Dua Lipa,Free
40,South Korea,Apple Music,R&B,143,64,Bad Bunny,Free
48,France,Spotify,Metal,379,364,Post Malone,Premium
33,India,Deezer,Reggae,417,347,Taylor Swift,Free
26,Australia,Deezer,Country,419,21,The Weeknd,Premium
60,Canada,Spotify,Hip-Hop,348,214,Dua Lipa,Free
15,South Korea,Amazon Music,Rock,240,33,Adele,Free
48,South Korea,Amazon Music,Hip-Hop,302,326,BTS,Premium
54,Brazil,Tidal,Metal,274,342,Billie Eilish,Premium
52,Germany,Amazon Music,R&B,40,479,The Weeknd,Premium
13,UK,Spotify,Rock,562,243,Bad Bunny,Premium
32,South Korea,Tidal,Country,389,95,Ed Sheeran,Premium
58,Canada,YouTube,Hip-Hop,516,479,Billie Eilish,Free
36,Australia,Tidal,Hip-Hop,338,235,Taylor Swift,Free
40,UK,Spotify,Metal,212,393,Bad Bunny,Premium
43,France,Tidal,Hip-Hop,592,440,Bad Bunny,Free
20,Germany,Deezer,Classical,574,22,Bad Bunny,Premium
42,Brazil,Deezer,Classical,407,320,Taylor Swift,Premium
16,France,Amazon Music,EDM,571,389,Adele,Free
23,UK,YouTube,Reggae,28,498,Adele,Premium
32,Japan,Deezer,EDM,408,3,BTS,Premium
49,Australia,Apple Music,Rock,192,46,Post Malone,Premium
25,UK,Apple Music,R&B,530,404,Billie Eilish,Free
57,South Korea,Spotify,Rock,188,377,Bad Bunny,Free
16,France,Tidal,Country,478,453,BTS,Premium
26,USA,Amazon Music,Pop,109,478,Ed Sheeran,Premium
54,USA,Tidal,EDM,46,70,Post Malone,Free
22,Canada,Deezer,Country,141,240,Taylor Swift,Premium
23,South Korea,Amazon Music,Reggae,499,61,Bad Bunny,Premium
59,Germany,Spotify,R&B,489,362,The Weeknd,Free
24,Canada,Tidal,Jazz,555,7,Billie Eilish,Free
60,France,Tidal,Country,16,325,Taylor Swift,Premium
56,India,Deezer,Classical,198,119,Ed Sheeran,Free
48,UK,Amazon Music,EDM,107,365,Ed Sheeran,Premium
51,France,Deezer,Jazz,11,453,Billie Eilish,Premium
51,Canada,Deezer,Jazz,592,444,Bad Bunny,Premium
21,Japan,YouTube,Classical,421,206,Dua Lipa,Free
47,Japan,YouTube,Rock,462,407,Dua Lipa,Premium
42,Germany,Amazon Music,R&B,252,174,Post Malone,Premium
14,France,Tidal,Classical,446,148,Adele,Free
58,Australia,Deezer,Pop,269,412,Taylor Swift,Free
57,France,Amazon Music,Country,481,151,Adele,Free
46,Canada,Spotify,Classical,591,168,Taylor Swift,Free
30,India,Spotify,Metal,387,431,Taylor Swift,Premium
42,South Korea,Spotify,Hip-Hop,314,149,Post Malone,Premium
50,South Korea,Amazon Music,R&B,176,143,The Weeknd,Premium
55,Germany,Spotify,Metal,56,99,Bad Bunny,Premium
48,Germany,Apple Music,Metal,14,187,Dua Lipa,Premium
40,USA,Amazon Music,Country,38,26,BTS,Free
31,UK,YouTube,Jazz,247,302,Adele,Free
39,Japan,YouTube,Metal,354,278,The Weeknd,Free
54,India,Amazon Music,Classical,54,16,Ed Sheeran,Free
59,Germany,Apple Music,Country,26,419,BTS,Free
58,Brazil,Amazon Music,Rock,459,55,Adele,Free
30,France,Spotify,R&B,14,45,Taylor Swift,Premium
46,Japan,Amazon Music,Jazz,315,156,Bad Bunny,Free
53,South Korea,Tidal,Metal,178,459,Bad Bunny,Premium
44,Australia,YouTube,Jazz,436,277,Ed Sheeran,Premium
56,France,Tidal,Country,581,299,BTS,Free
27,Canada,YouTube,Pop,280,149,BTS,Premium
38,UK,Tidal,Rock,427,427,The Weeknd,Free
51,Brazil,Amazon Music,Metal,72,396,Billie Eilish,Premium
26,Germany,Deezer,Metal,246,319,Post Malone,Free
40,USA,Apple Music,Country,445,458,Dua Lipa,Free
46,India,Amazon Music,R&B,507,131,Drake,Free
17,South Korea,Spotify,Hip-Hop,348,249,Adele,Free
34,South Korea,YouTube,Metal,491,53,Drake,Premium
51,Australia,Amazon Music,Classical,340,332,Ed Sheeran,Free
24,Canada,Tidal,Metal,251,145,Adele,Free
44,India,Spotify,Pop,318,111,Ed Sheeran,Premium
44,UK,Deezer,Metal,18,24,Post Malone,Premium
14,Germany,Tidal,Rock,458,232,BTS,Premium
23,Japan,Spotify,Reggae,301,95,The Weeknd,Premium
22,Japan,Amazon Music,Reggae,81,42,Post Malone,Free
33,Germany,Deezer,EDM,380,104,Dua Lipa,Premium
49,South Korea,YouTube,R&B,93,393,Taylor Swift,Free
50,South Korea,Amazon Music,Classical,43,272,Post Malone,Free
34,Germany,Tidal,R&B,558,380,Drake,Premium
22,India,YouTube,Pop,447,422,Bad Bunny,Free
27,Australia,Apple Music,Pop,481,252,Bad Bunny,Free
30,India,Spotify,Hip-Hop,356,236,Billie Eilish,Premium
21,France,Tidal,Rock,569,450,Taylor Swift,Premium
48,South Korea,Tidal,Country,358,294,Taylor Swift,Premium
40,Canada,Apple Music,EDM,550,60,Taylor Swift,Free
26,Japan,Spotify,Country,334,59,Billie Eilish,Premium
56,UK,Apple Music,Hip-Hop,307,127,Drake,Free
20,Australia,Amazon Music,Reggae,435,21,Drake,Free
42,France,Deezer,EDM,317,259,Dua Lipa,Free
29,UK,Amazon Music,R&B,589,220,Post Malone,Free
60,South Korea,Amazon Music,R&B,345,261,Bad Bunny,Free
32,France,Tidal,Rock,364,87,Taylor Swift,Free
15,Brazil,Tidal,Jazz,568,296,Adele,Free
53,France,Deezer,Classical,28,96,Adele,Premium
30,Japan,Amazon Music,Reggae,345,50,Adele,Free
36,USA,Apple Music,EDM,494,329,Drake,Free
34,Australia,Apple Music,R&B,104,363,Bad Bunny,Premium
60,Canada,Tidal,Country,371,404,Adele,Premium
50,Japan,Amazon Music,Country,148,416,Post Malone,Premium
56,Japan,Apple Music,Country,320,130,BTS,Premium
58,South Korea,Tidal,R&B,339,38,BTS,Premium
30,Australia,Amazon Music,Reggae,299,259,Adele,Premium
47,France,Apple Music,Classical,253,409,Drake,Premium
21,India,Amazon Music,Reggae,467,435,Billie Eilish,Free
34,Brazil,Deezer,Reggae,574,69,Bad Bunny,Free
20,USA,Tidal,Rock,29,66,Dua Lipa,Free
25,Australia,Apple Music,Hip-Hop,14,203,Post Malone,Free
44,South Korea,Spotify,Metal,398,272,Post Malone,Premium
18,UK,Spotify,Rock,257,128,Adele,Free
35,Canada,Spotify,EDM,152,402,BTS,Premium
53,Australia,YouTube,EDM,506,192,Drake,Free
47,South Korea,Tidal,Reggae,58,346,Ed Sheeran,Free
46,France,Tidal,Hip-Hop,450,313,Dua Lipa,Premium
33,South Korea,Tidal,Hip-Hop,65,385,Bad Bunny,Free
59,France,Spotify,EDM,327,75,Billie Eilish,Premium
15,USA,Apple Music,Pop,24,291,Post Malone,Free
37,Australia,Spotify,Classical,257,141,Bad Bunny,Premium
30,Australia,Deezer,Reggae,573,74,Dua Lipa,Premium
29,USA,Spotify,Metal,484,443,BTS,Free
58,USA,Tidal,Jazz,361,442,Dua Lipa,Free
57,Canada,Deezer,Rock,287,221,Bad Bunny,Free
22,Australia,Deezer,Reggae,344,423,The Weeknd,Premium
45,Australia,Apple Music,Hip-Hop,11,167,The Weeknd,Premium
52,Germany,Tidal,Country,212,164,Taylor Swift,Premium
22,France,Tidal,Jazz,563,34,Post Malone,Free
46,UK,YouTube,EDM,577,17,Billie Eilish,Premium
38,Canada,YouTube,Reggae,201,377,Adele,Free
41,Brazil,Deezer,Jazz,203,13,Adele,Free
26,Japan,Amazon Music,Classical,567,248,Adele,Premium
53,Brazil,Amazon Music,Classical,237,144,Dua Lipa,Free
41,UK,Deezer,Hip-Hop,323,74,Drake,Premium
14,South Korea,Spotify,Rock,366,175,Ed Sheeran,Free
21,Germany,YouTube,R&B,98,318,BTS,Premium
16,South Korea,Spotify,Metal,266,359,Bad Bunny,Premium
34,Germany,YouTube,EDM,515,236,Bad Bunny,Free
25,Canada,YouTube,Jazz,382,296,Adele,Premium
26,Brazil,Deezer,Rock,559,11,Post Malone,Free
23,UK,Tidal,Jazz,92,104,Ed Sheeran,Premium
18,USA,YouTube,Jazz,189,320,Drake,Free
43,UK,Tidal,R&B,52,127,Dua Lipa,Premium
19,UK,Amazon Music,Metal,249,269,Ed Sheeran,Premium
35,Germany,Spotify,R&B,354,364,Dua Lipa,Premium
31,UK,Tidal,Classical,546,119,Taylor Swift,Premium
46,Australia,Amazon Music,Hip-Hop,530,310,Bad Bunny,Free
52,Australia,Apple Music,Pop,188,176,Taylor Swift,Free
28,UK,Apple Music,Metal,479,345,The Weeknd,Premium
52,South Korea,Tidal,Rock,461,95,Ed Sheeran,Free
32,Japan,YouTube,Pop,494,387,Ed Sheeran,Premium
46,Canada,Spotify,Country,599,322,Billie Eilish,Premium
47,Japan,YouTube,Rock,104,228,Adele,Premium
34,India,Spotify,EDM,143,23,Ed Sheeran,Free
49,Brazil,Deezer,Classical,42,225,The Weeknd,Premium
41,France,Amazon Music,Hip-Hop,553,435,Billie Eilish,Free
18,UK,Tidal,Reggae,251,62,Post Malone,Premium
37,Japan,Amazon Music,Rock,201,372,Adele,Premium
40,Canada,Deezer,Pop,530,302,Dua Lipa,Premium
22,Canada,Deezer,Classical,279,151,Ed Sheeran,Premium
34,Japan,Amazon Music,Classical,359,425,Dua Lipa,Premium
31,Japan,Apple Music,Classical,91,294,Billie Eilish,Free
30,France,Tidal,Country,75,411,Adele,Free
18,Australia,Amazon Music,Rock,277,31,Post Malone,Free
14,France,Deezer,Hip-Hop,265,206,Taylor Swift,Premium
21,Japan,YouTube,Jazz,353,251,Billie Eilish,Premium
24,Australia,Spotify,R&B,485,493,BTS,Premium
17,France,Amazon Music,R&B,541,302,Post Malone,Free
18,Germany,Spotify,Reggae,541,87,Post Malone,Free
30,Japan,Amazon Music,Classical,509,460,Drake,Free
15,UK,Deezer,Rock,305,239,Post Malone,Premium
20,Australia,Apple Music,R&B,570,398,Post Malone,Premium
53,India,Apple Music,Country,540,161,Dua Lipa,Free
37,India,Apple Music,Country,446,370,Bad Bunny,Premium
33,USA,YouTube,R&B,231,202,Post Malone,Free
41,UK,Spotify,Jazz,378,15,The Weeknd,Premium
47,France,Deezer,Reggae,112,102,Adele,Premium
30,USA,Tidal,Reggae,463,137,The Weeknd,Free
29,India,YouTube,Pop,364,400,Adele,Premium
37,Australia,YouTube,Reggae,589,61,The Weeknd,Premium
45,Australia,Apple Music,Metal,517,160,Post Malone,Free
35,UK,Deezer,Jazz,470,259,Billie Eilish,Free
29,Canada,Apple Music,Reggae,196,379,Dua Lipa,Premium
32,UK,YouTube,Reggae,254,320,Billie Eilish,Free
38,Australia,YouTube,R&B,460,188,Adele,Premium
22,Canada,Spotify,Metal,505,148,Drake,Free
42,USA,Apple Music,Country,505,272,Taylor Swift,Free
32,USA,Spotify,Pop,164,12,Bad Bunny,Free
48,Canada,Apple Music,Pop,136,140,Ed Sheeran,Premium
37,Germany,Deezer,Pop,363,456,Ed Sheeran,Free
21,South Korea,Spotify,Metal,280,284,Taylor Swift,Free
23,Brazil,Amazon Music,Classical,128,372,Bad Bunny,Premium
28,Australia,Deezer,Reggae,374,262,Bad Bunny,Premium
44,India,Amazon Music,Metal,195,29,Dua Lipa,Free
50,France,YouTube,Pop,100,262,Bad Bunny,Free
22,Australia,Apple Music,Classical,32,307,Adele,Free
14,Canada,YouTube,Rock,431,31,The Weeknd,Premium
14,India,Spotify,R&B,199,446,Dua Lipa,Premium
23,Brazil,Deezer,Hip-Hop,558,410,Drake,Free
32,Germany,Tidal,R&B,420,497,Post Malone,Premium
49,Japan,YouTube,R&B,209,29,Post Malone,Premium
52,Germany,Spotify,Country,76,343,Bad Bunny,Free
41,France,Amazon Music,Metal,252,227,Adele,Free
52,South Korea,Tidal,Jazz,157,122,Drake,Free
35,Japan,YouTube,Metal,137,466,Post Malone,Free
21,Canada,YouTube,R&B,16,137,Drake,Free
48,Japan,Amazon Music,Jazz,343,408,Post Malone,Free
23,Australia,Deezer,R&B,262,380,Dua Lipa,Premium
36,USA,Amazon Music,EDM,499,97,Taylor Swift,Premium
16,Brazil,YouTube,EDM,412,361,BTS,Free
40,Canada,YouTube,R&B,501,226,Post Malone,Free
53,Australia,Apple Music,Hip-Hop,428,28,Billie Eilish,Premium
26,Australia,Apple Music,R&B,583,142,Drake,Premium
16,Germany,Amazon Music,Rock,44,472,Adele,Free
24,Canada,Amazon Music,Rock,297,400,Adele,Free
36,France,Apple Music,Hip-Hop,322,272,Drake,Free
59,Australia,Spotify,EDM,222,98,Adele,Free
38,South Korea,Amazon Music,Classical,97,359,BTS,Premium
45,Australia,Deezer,EDM,278,69,Adele,Premium
41,Japan,Deezer,Rock,28,418,Dua Lipa,Premium
58,USA,Amazon Music,Hip-Hop,280,90,Dua Lipa,Free
33,Brazil,YouTube,R&B,384,69,Billie Eilish,Free
60,Japan,Amazon Music,Pop,280,215,Drake,Premium
53,Germany,YouTube,Rock,504,361,Drake,Premium
49,Brazil,Apple Music,Country,172,479,Adele,Premium
35,Germany,Apple Music,Rock,170,160,Bad Bunny,Free
58,Canada,Spotify,Pop,142,228,Billie Eilish,Free
15,Australia,Tidal,Reggae,34,251,Bad Bunny,Premium
59,India,Spotify,R&B,557,491,Dua Lipa,Premium
33,Japan,YouTube,Hip-Hop,588,462,Dua Lipa,Premium
31,USA,Spotify,Hip-Hop,154,209,Dua Lipa,Free
56,Germany,Amazon Music,Metal,138,459,Drake,Free
59,South Korea,YouTube,Pop,330,308,Dua Lipa,Premium
19,Canada,Amazon Music,Classical,36,100,Drake,Premium
34,South Korea,Spotify,Hip-Hop,465,396,Adele,Premium
28,South Korea,Amazon Music,Country,318,73,Drake,Free
44,Brazil,Amazon Music,Metal,179,24,Post Malone,Free
21,India,Amazon Music,Jazz,154,85,Dua Lipa,Free
22,UK,YouTube,R&B,424,139,Bad Bunny,Free
21,Brazil,Amazon Music,EDM,572,101,Adele,Free
21,India,Spotify,Jazz,234,442,Adele,Premium
60,Australia,Spotify,Hip-Hop,215,372,Bad Bunny,Premium
26,Japan,Apple Music,Jazz,440,344,Ed Sheeran,Free
57,Japan,Amazon Music,Pop,108,335,Adele,Free
20,Germany,Tidal,R&B,353,444,Dua Lipa,Premium
55,South Korea,Spotify,Reggae,427,499,BTS,Free
50,Japan,Amazon Music,EDM,383,349,The Weeknd,Free
37,Australia,YouTube,R&B,346,109,Bad Bunny,Premium
54,Canada,YouTube,Country,257,416,Drake,Premium
49,Germany,Amazon Music,Metal,57,481,Bad Bunny,Premium
46,Australia,Tidal,Rock,561,160,Post Malone,Free
25,India,Amazon Music,Country,137,487,Drake,Free
34,UK,Tidal,Jazz,545,349,Post Malone,Free
19,France,Spotify,Hip-Hop,386,173,BTS,Premium
38,South Korea,Spotify,Rock,475,123,Bad Bunny,Premium
32,Australia,Tidal,R&B,456,431,Adele,Free
13,Canada,Apple Music,R&B,571,22,Taylor Swift,Free
30,Canada,Deezer,R&B,524,197,The Weeknd,Premium
56,Canada,Apple Music,Metal,123,211,BTS,Premium
16,UK,Deezer,Rock,486,230,Ed Sheeran,Free
29,South Korea,Amazon Music,Rock,170,138,Taylor Swift,Free
32,Brazil,Amazon Music,R&B,320,381,Drake,Premium
47,Japan,Amazon Music,Hip-Hop,62,341,Ed Sheeran,Free
36,India,Tidal,EDM,285,64,Post Malone,Free
16,India,Deezer,Country,24,147,Drake,Premium
48,Australia,Apple Music,Pop,291,421,The Weeknd,Free
41,Brazil,YouTube,Jazz,434,40,Dua Lipa,Premium
44,France,Spotify,Country,204,479,The Weeknd,Premium
25,Canada,Apple Music,Jazz,572,281,BTS,Premium
44,France,YouTube,EDM,350,132,Billie Eilish,Free
27,Australia,Amazon Music,EDM,205,216,Post Malone,Premium
51,USA,Amazon Music,Jazz,467,145,Dua Lipa,Premium
14,Canada,Spotify,Hip-Hop,67,349,The Weeknd,Premium
23,USA,Tidal,Reggae,576,472,Adele,Premium
27,USA,YouTube,Reggae,441,424,Billie Eilish,Premium
41,USA,YouTube,Country,17,335,Taylor Swift,Premium
39,South Korea,Tidal,Classical,458,487,Billie Eilish,Free
14,Australia,Amazon Music,Country,123,321,Bad Bunny,Premium
50,South Korea,Deezer,Country,299,431,Ed Sheeran,Premium
34,Canada,Deezer,Pop,302,385,Ed Sheeran,Premium
39,Germany,Spotify,Country,120,439,Bad Bunny,Premium
40,Germany,Amazon Music,Hip-Hop,85,490,The Weeknd,Free
25,UK,Apple Music,R&B,204,291,Bad Bunny,Premium
60,Brazil,Deezer,EDM,484,398,Adele,Premium
51,Australia,Tidal,Jazz,318,247,Billie Eilish,Free
26,UK,Deezer,Reggae,13,439,BTS,Premium
36,UK,Apple Music,Jazz,557,206,Taylor Swift,Free
18,UK,YouTube,R&B,559,482,Post Malone,Premium
52,Australia,YouTube,Pop,373,393,BTS,Premium
